# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "2" "-p" "-F" "GTF" "-t" "exon" "-g" "gene_id" "-a" "analyses/03_annotation/braker3_chr3/braker_output/braker.gtf" "-o" "analyses/06_counts/featurecounts_braker_chr3.txt" "analyses/05_expression/mapping/control/Control_1.sorted.bam" "analyses/05_expression/mapping/control/Control_2.sorted.bam" "analyses/05_expression/mapping/control/Control_3.sorted.bam" "analyses/05_expression/mapping/heat_treated/Heat_1.sorted.bam" "analyses/05_expression/mapping/heat_treated/Heat_2.sorted.bam" "analyses/05_expression/mapping/heat_treated/Heat_3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	analyses/05_expression/mapping/control/Control_1.sorted.bam	analyses/05_expression/mapping/control/Control_2.sorted.bam	analyses/05_expression/mapping/control/Control_3.sorted.bam	analyses/05_expression/mapping/heat_treated/Heat_1.sorted.bam	analyses/05_expression/mapping/heat_treated/Heat_2.sorted.bam	analyses/05_expression/mapping/heat_treated/Heat_3.sorted.bam
g92	contig_103_pilon	434021	434959	-	939	709	2776	2371	533	660	883
g93	contig_103_pilon	435872	436483	+	612	21	65	67	94	66	45
g94	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	437321;437321;437321;437707;437707;437707;438092;438092;438092;438297;438297;438297;438716;438716;438716;439459;439459;439656;439656;440163;440163;440163;440582;440582;440582;441324;441324;441324;441891;441891;441891;442063;442063;442063	437543;437543;437543;437766;437766;437766;438211;438211;438211;438421;438421;438421;438904;438904;438904;439512;439563;439730;439730;440432;440432;440432;440780;440780;440780;441330;441330;441330;441982;441982;441982;442310;442310;442310	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1713	1887	1203	1460	3015	1984	2679
g95	contig_103_pilon	443604	445133	-	1530	183	226	230	154	31	295
g96	contig_103_pilon;contig_103_pilon	445218;445407	445232;445673	-;-	282	27	17	29	21	31	61
g97	contig_103_pilon	446981	448090	+	1110	0	0	0	0	0	8
g98	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	448403;449118;449580;450099	448720;449453;449971;450501	+;+;+;+	1449	0	0	0	0	0	0
g99	contig_103_pilon	450557	450856	+	300	0	0	0	1	0	0
g100	contig_103_pilon;contig_103_pilon	455270;455701	455646;456079	-;-	756	27	47	42	10	0	38
g101	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	456167;456405;457163;457183;457390;457496;458271;458271;458271;458638;458638;458638;459391;459391;459391;461947;461947;463731;463731;463926;463926	456252;456473;457314;457967;457967;457967;458361;458361;458361;459192;459192;459192;459498;459414;459414;462202;462202;463782;463782;464847;464847	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2944	3247	7833	10829	5477	3160	8101
g102	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	465977;466466;466775;467010;467337;467580;467832;467932;468150	466323;466565;466848;467188;467407;467663;467882;467957;468165	+;+;+;+;+;+;+;+;+	948	221	239	166	398	218	346
g103	contig_103_pilon;contig_103_pilon;contig_103_pilon	468266;468611;469272	468268;468685;469520	+;+;+	327	73	55	40	254	184	140
g104	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	469595;470715;470983;471439	469597;470823;471252;471584	+;+;+;+	528	344	482	419	327	246	330
g105	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	472208;472208;472888;472888;473350;473350;473619;473619;473966;473966;474170;474170;474909;474909;475269;475269;475477;475477;475787;475787;476773;476978;477845	472761;472761;473101;473101;473461;473461;473858;473858;474063;474063;474819;474819;475061;475061;475366;475355;475571;475571;475897;475907;476838;477118;477953	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2651	137	362	195	82	38	212
g106	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	478698;478840;479286;479739;480544;481582;482413	478766;479189;479451;480431;481205;482011;482439	+;+;+;+;+;+;+	2397	29	89	57	18	0	1
g107	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	484545;484924;486008;486328;486504;487121	484824;485140;486202;486410;486611;487293	-;-;-;-;-;-	1056	17368	9361	12601	15240	14463	14762
g108	contig_103_pilon;contig_103_pilon	487346;487465	487419;487645	+;+	255	0	0	1	0	0	0
g109	contig_103_pilon;contig_103_pilon	495140;495403	495356;495566	+;+	381	0	0	0	0	0	0
g110	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	499532;499863;500597;500862;501178	499630;499958;500641;500887;502438	+;+;+;+;+	1527	136	382	337	56	21	131
g111	contig_103_pilon;contig_103_pilon	505303;505718	505461;505987	+;+	429	4	22	9	2	0	15
g112	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	506014;506843;507116;507712;508116;508355;508665;509102;509331;509609;509885;510255;510642;511282;511677;512035;512288;512569;512923;513222	506323;506971;507260;507924;508187;508426;508736;509173;509414;509686;510030;510320;510791;511568;511728;512126;512427;512713;513069;513458	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2709	789	1164	1232	336	199	466
g113	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	515498;515903;515911;516491;516491;516850;516850;517034;517034;517286;517286;517623;517623;517852;517852	515747;516007;516007;516565;516565;516917;516917;517115;517115;517353;517353;517706;517706;517911;517911	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	792	1030	1598	1472	2958	2330	2523
g114	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	519327;520196;520505;521268	519455;520267;520567;521624	-;-;-;-	621	51	93	47	47	24	85
g115	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	521877;522551;522689;523207;523596;524712;525437;526036;526307;526705;527012;527436;527893;528525;528919;529310;529707;529892;530130;530402;530751;531096;531545;531746;532108;532438;533740;534011;534429	521987;522612;523037;523401;524479;525169;525591;526147;526502;526822;527140;527587;528192;528690;529065;529411;529755;529985;530235;530526;530911;531234;531617;531846;532279;532547;533920;534379;534449	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5337	1467	2060	2248	1885	1046	2497
g116	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	538464;538826;539029;539764;539928	538490;538852;539091;539827;540793	+;+;+;+;+	1047	6651	55916	46830	28112	42087	19469
g117	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	548270;548270;548270;548886;548886;548886;550038;550038;550038;550273;550273;550273;550494;550494;550494;550772;550937;550937;550937;551232;551262;551262;551818;551818;551818;552193;552193;552193;552377;552377;552377;552694;552694;552694;552989;552989;552989;553556;553556;553556;553926;553926;553926;554218;554218;554218;554545;554545;554545	548371;548371;548371;549047;549047;549047;550137;550137;550137;550338;550338;550338;550576;550576;550576;550798;551011;551011;551011;551411;551411;551411;551883;551883;551883;552258;552258;552258;552487;552487;552487;552783;552783;552783;553095;553095;553095;553670;553670;553670;553991;553991;553991;554333;554333;554333;554770;554770;554770	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1758	969	1178	1074	1199	639	920
g118	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	555547;556020;557257;557566;557908;558600;558600;558695;558855;558855;559119;559119;559354;559354;559607;559607;559881;559881;560333;560333;560763;561661	555807;556703;557279;557718;558083;558712;558627;558712;558987;558987;559186;559186;559426;559426;559627;559627;559981;559981;560399;560446;561116;561682	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2296	1237	14735	4077	3473	3229	4441
g119	contig_103_pilon	563389	564678	+	1290	1462	2406	2314	3273	2178	3042
g120	contig_103_pilon	568390	568797	+	408	1	0	14	6	0	15
g121	contig_103_pilon;contig_103_pilon	569635;570032	569716;570177	+;+	228	0	1	2	1	0	0
g122	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	570254;570254;570849;571176;571402;571402;571593;571593;572841;572841;572888;573276;573276;573276;573751;573751;573751;574031;574031;574031;574527;574527;574527;574791;574791;574791;575481;575481;575481;576045;576045;576045;576962;576962;576962;577648;577648	570683;570763;571095;571317;571452;571452;571761;571761;572949;572949;572949;573468;573468;573468;573887;573887;573887;574319;574319;574319;574633;574633;574633;574959;574959;574959;575682;575682;575682;576288;576288;576288;577253;577194;577194;577757;577757	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2971	1305	3335	2884	440	233	1231
g123	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	578505;578982;579400;579681;580181;580550;581360;581627	578562;579067;579470;579756;580282;580648;581446;581938	-;-;-;-;-;-;-;-	891	2163	1927	2072	4014	3700	2933
g124	contig_103_pilon	588153	588779	+	627	1546	1586	1994	1273	1015	1473
g125	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	592872;593864;594265;594868;595216;595507;595760;596080;596496;596926;597449;597638;598074;598311;598483;599259	593261;594014;594502;595078;595334;595653;595842;596265;596573;596994;597517;597859;598148;598382;598711;599394	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2475	635	1806	769	716	1652	1255
g126	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	599868;600522;600749;600934;601211;601501	599875;600633;600847;601111;601344;601605	+;+;+;+;+;+	636	26	46	38	51	62	127
g127	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	607539;607769;607952;611107;611431;611754;612112;612661;613140;613573;614057;614506;614851;615161;615557;615798;616016;616403;616624;617133;617434;617735;618222;618768;619117;619463;619851;620243;620510;620956;621231	607610;607803;610835;611187;611537;611958;612219;612829;613268;613841;614233;614691;614933;615272;615673;615845;616171;616466;616703;617213;617535;617845;618346;618837;619224;619685;619987;620326;620668;621077;621552	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6726	3417	6243	4602	3044	1228	3055
g128	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	621703;621703;621752;622460;622541;622627;622719;622726;622971;622971;622971;623401;623401;623401	621812;621812;621812;622558;622610;622835;622923;622923;623324;623324;623324;623439;623439;623439	-;-;-;-;-;-;-;-;-;-;-;-;-;-	951	76	156	124	109	58	78
g129	contig_103_pilon	625591	625989	+	399	0	0	0	7	2	4
g130	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	630314;630754;631180;631822;632129;632478;632745;633182;633555	630645;630949;631368;631934;632312;632575;632952;633436;633746	+;+;+;+;+;+;+;+;+	1767	232	230	344	231	308	241
g131	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	636741;636741;636952;636952;637150;637150;637537;637537;637937;637937;638204;638204;638951;638951;639192;639192;639434;639434;639723;639775;639961;640261;640261;640856;640856;641418;641418;641924;641924	636840;636840;637102;637102;637258;637258;637608;637608;638016;638016;638429;638429;638983;638983;639274;639274;639506;639506;639728;640099;640099;640592;640592;641235;641235;641805;641805;642139;642139	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2574	952	933	709	326	163	586
g132	contig_103_pilon;contig_103_pilon	644746;645679	644789;645829	+;+	195	23	14	43	94	155	206
g133	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	645952;645952;646395;646395;646914;647435;647626;647918	646147;646147;646798;646788;646998;647549;647729;648142	+;+;+;+;+;+;+;+	1129	1331	533	726	823	1725	2667
g134	contig_103_pilon;contig_103_pilon	647634;647872	647767;648013	-;-	276	1	0	0	11	0	13
g135	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	648198;648198;648687;648687;649019;649019	648447;648447;648713;648722;649035;649035	+;+;+;+;+;+	303	137	332	445	767	1680	2155
g136	contig_103_pilon	650352	650609	-	258	21	55	39	75	32	168
g137	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	650769;651153;651648;652082	651032;651173;651879;652440	+;+;+;+	876	521	1826	1719	577	587	1202
g138	contig_103_pilon	653787	654173	-	387	32	35	43	11	6	21
g139	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	655171;655276;655571;656525;656866;657249;658137;658518;658699;658923;659326;659858;660404;660717;661321;661690;661907;662342;662705;662846;663096;663458;664069;664342;664658;665012;665553;665958;666318;666863;667468;668132;668470;669445	655186;655336;655721;656611;657028;657412;658249;658576;658796;659060;659640;660148;660571;660908;661364;661762;662065;662449;662742;662990;663222;663651;664199;664417;664768;665194;665690;666164;666665;667195;667656;668348;669230;669699	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5853	3495	3840	3076	1469	1084	1678
g140	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	671545;671918;672072;672531;672796;673404;674036	671609;671927;672135;672616;672912;673802;674110	-;-;-;-;-;-;-	816	1550	1468	1702	595	967	1115
g141	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	674210;674433;674789;675037;675367;676185;676686	674306;674623;674799;675046;675670;676337;678559	+;+;+;+;+;+;+	2640	4490	1837	2263	1582	2014	2683
g142	contig_103_pilon;contig_103_pilon	680746;682230	682129;682435	-;-	1590	0	0	0	0	0	0
g143	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	693861;693861;694436;694436;695319;695528;695984;696092;696980;697339	694189;694189;694973;695002;695393;695678;695996;696112;697126;697493	-;-;-;-;-;-;-;-;-;-	1458	505	617	667	114	141	296
g144	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	698208;698665;699052;699374;699811;700078;700442;700904;701824	698369;698803;699173;699598;699872;700204;700720;701193;702454	-;-;-;-;-;-;-;-;-	2037	959	781	1065	3349	2498	2707
g145	contig_103_pilon	702626	703003	+	378	25	17	37	51	23	30
g146	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	717099;717533;717598;717609;717902;717902;718373;718481	717437;717552;717783;717783;718127;718135;718385;718634	+;+;+;+;+;+;+;+	946	1672	929	1307	2262	1872	2352
g147	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	719067;720740;724406;725389;725565;725705;726997;727694;728843;729283;729619;730073;730234;730706	720580;724112;724422;725485;725657;725889;727124;728199;729184;729542;729688;730120;730420;730947	-;-;-;-;-;-;-;-;-;-;-;-;-;-	7062	1644	2264	2622	1490	336	2129
g148	contig_103_pilon	734600	735037	-	438	0	0	0	1	0	0
g149	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	735127;735766;736133;736528;736820;737930;738131	735196;736024;736277;736608;736840;738006;738191	+;+;+;+;+;+;+	714	175	341	229	195	114	311
g150	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	738215;738526;738713;739020;739398;739717;739886;740417;740680	738421;738581;738821;739157;739588;739779;740045;740485;740805	+;+;+;+;+;+;+;+;+	1119	86	37	68	13	2	34
